property_id,location,property_type,bedrooms,bathrooms,square_feet,year_built,parking,furnished_status,amenities,latitude,longitude,price
2425,Kisumu,Townhouse,5,5,961,2020,0,Semi-Furnished,"Pool, Security",-0.102692,34.811092,8976020
2426,Kisumu,Bungalow,6,1,934,2021,0,Semi-Furnished,"Pool, Security",-0.131955,34.805019,6650078
2427,Garissa,Villa,1,1,2867,2022,2,Semi-Furnished,"Garden, Pool, Security",-0.440167,39.692466,14084079
2428,Mombasa,Apartment,3,5,2303,2022,1,Furnished,"Pool, Garden, Gym",-4.091669,39.698328,18739199
2429,Kisumu,Townhouse,5,5,1018,2024,3,Semi-Furnished,Gym,-0.050359,34.769545,9343162
2430,Nairobi,Townhouse,3,4,2533,2023,3,Semi-Furnished,Security,-1.284789,36.801366,25127452
2431,Thika,Bungalow,5,4,977,2024,1,Unfurnished,"Pool, Gym, Garden, Parking",-1.01578,37.097965,7471969
2432,Garissa,Townhouse,5,2,2767,2018,3,Semi-Furnished,"Playground, Garden, Pool, Gym",-0.423397,39.618345,13155704
2433,Nairobi,Townhouse,5,3,2388,2019,3,Furnished,"Parking, Garden",-1.309965,36.852777,24578681
2434,Malindi,Bungalow,1,4,1217,2018,0,Unfurnished,Gym,-3.264873,40.138248,9211679
2435,Kisumu,Apartment,3,3,2340,2020,0,Furnished,"Pool, Gym, Playground",-0.084966,34.726542,17993208
2436,Mombasa,Townhouse,1,4,2996,2021,2,Furnished,Gym,-4.019065,39.639807,24201022
2437,Nakuru,House,4,5,2043,2023,1,Semi-Furnished,"Security, Pool",-0.342768,36.092414,13816381
2438,Mombasa,House,6,2,2866,2023,1,Semi-Furnished,Pool,-4.066217,39.634506,30540528
2439,Naivasha,House,5,2,3079,2018,3,Unfurnished,"Gym, Security",-0.738689,36.455025,15245177
2440,Thika,Bungalow,1,4,1318,2018,2,Semi-Furnished,Security,-0.988846,37.11228,7264648
2441,Wajir,Townhouse,3,3,1664,2024,1,Furnished,"Security, Playground, Pool, Parking",1.723755,40.05164,5992876
2442,Naivasha,Townhouse,3,1,2987,2021,0,Unfurnished,"Parking, Security, Playground, Gym",-0.725566,36.459397,20112472
2443,Eldoret,Bungalow,6,4,2325,2023,2,Unfurnished,"Playground, Gym",0.470901,35.290014,15049875
2444,Wajir,Townhouse,5,3,652,2024,2,Furnished,"Security, Gym, Parking",1.752709,40.016967,3272043
2445,Thika,Bungalow,3,3,1993,2023,3,Unfurnished,"Security, Garden, Playground, Parking",-1.000797,37.110693,13856784
2446,Garissa,Townhouse,6,4,2096,2020,0,Furnished,Security,-0.46527,39.699524,10487460
2447,Thika,Bungalow,3,5,3880,2018,1,Furnished,"Gym, Parking",-1.067066,37.075409,21080892
2448,Nakuru,House,1,1,671,2019,3,Semi-Furnished,Gym,-0.25871,36.055874,4271741
2449,Mombasa,House,3,3,1267,2023,0,Unfurnished,"Pool, Gym",-4.050511,39.659956,11975151
2450,Nakuru,Villa,2,5,2997,2022,2,Semi-Furnished,"Security, Parking, Pool, Playground",-0.325311,36.061272,22535142
2451,Nairobi,Townhouse,4,4,895,2023,1,Furnished,"Garden, Security, Pool, Parking",-1.285256,36.82385,9274104
2452,Garissa,House,3,1,3141,2024,0,Furnished,"Playground, Gym, Security, Garden",-0.4328,39.663497,13654903
2453,Nairobi,Villa,1,4,2659,2020,2,Furnished,Gym,-1.32833,36.803732,21597483
2454,Thika,Apartment,4,5,1320,2023,1,Semi-Furnished,"Gym, Playground",-1.038272,37.117453,7552948
2455,Thika,Apartment,4,2,2482,2018,1,Furnished,Security,-1.002156,37.020474,18013513
2456,Kisumu,Apartment,5,5,3806,2022,3,Semi-Furnished,"Playground, Gym",-0.07961,34.798406,34215070
2457,Kisumu,Townhouse,5,3,3632,2021,2,Furnished,"Playground, Parking, Garden",-0.064579,34.730538,35201580
2458,Nairobi,House,1,1,2997,2024,2,Semi-Furnished,"Garden, Playground, Pool, Gym",-1.330572,36.826642,24186289
2459,Mombasa,Bungalow,2,3,2748,2022,1,Semi-Furnished,"Gym, Playground, Garden",-4.025484,39.711105,29577219
2460,Kisumu,Townhouse,3,3,681,2023,0,Unfurnished,"Gym, Parking, Security",-0.090476,34.750051,5484316
2461,Malindi,Bungalow,4,1,3641,2024,1,Semi-Furnished,Security,-3.247514,40.144236,27947806
2462,Kisumu,Villa,3,1,3556,2019,3,Semi-Furnished,"Garden, Security",-0.056417,34.762369,30178934
2463,Wajir,Townhouse,3,2,2216,2019,3,Unfurnished,"Gym, Pool",1.752761,40.063902,8503632
2464,Kisumu,Apartment,4,5,2627,2021,1,Semi-Furnished,Gym,-0.127999,34.726593,17530141
2465,Garissa,Villa,2,2,789,2020,1,Unfurnished,"Garden, Pool, Security",-0.426653,39.691149,3275758
2466,Thika,Apartment,4,5,1715,2019,3,Semi-Furnished,"Playground, Gym, Parking, Pool",-0.996397,37.042831,9469606
2467,Malindi,Bungalow,1,3,2780,2023,2,Unfurnished,Garden,-3.240118,40.093924,21639440
2468,Nakuru,Apartment,4,4,1471,2021,1,Semi-Furnished,"Garden, Pool, Playground, Parking",-0.340781,36.045906,10556813
2469,Kisumu,Villa,6,2,2626,2024,0,Furnished,"Gym, Pool, Garden",-0.098946,34.744266,17408500
2470,Nakuru,Villa,6,2,3698,2020,2,Unfurnished,"Pool, Garden, Gym",-0.271702,36.122242,23676629
2471,Garissa,Apartment,6,4,548,2019,0,Unfurnished,"Playground, Security, Pool, Parking",-0.449604,39.639956,3183162
2472,Nairobi,Villa,6,4,2837,2024,0,Semi-Furnished,"Pool, Playground, Gym, Security",-1.331816,36.858157,28162022
2473,Thika,House,6,2,1919,2019,0,Semi-Furnished,"Gym, Security",-1.003994,37.045019,11038592
2474,Mombasa,Apartment,3,2,3571,2023,0,Semi-Furnished,Garden,-4.023973,39.637945,39505294
2475,Malindi,Bungalow,1,4,2570,2020,1,Furnished,"Pool, Garden, Gym",-3.215398,40.16094,15029130
2476,Eldoret,Bungalow,4,5,2513,2022,3,Unfurnished,"Security, Playground, Gym",0.56494,35.278749,17468296
2477,Naivasha,Bungalow,3,1,2070,2020,2,Unfurnished,"Parking, Pool, Security",-0.707973,36.445458,10142332
2478,Garissa,Apartment,3,1,1047,2019,1,Semi-Furnished,"Playground, Security, Parking, Garden",-0.422574,39.626745,5491130
2479,Nakuru,Bungalow,6,4,1845,2018,1,Unfurnished,"Security, Pool, Gym, Parking",-0.301951,36.044986,12133648
2480,Wajir,House,2,4,3029,2018,3,Furnished,"Gym, Pool",1.701294,40.03422,10431962
2481,Naivasha,Townhouse,1,1,2183,2024,2,Furnished,Playground,-0.709517,36.466475,11029189
2482,Eldoret,Villa,5,5,1724,2019,1,Semi-Furnished,"Security, Pool",0.510893,35.287535,12571448
2483,Nairobi,Apartment,6,5,3146,2022,3,Semi-Furnished,"Playground, Gym, Security, Parking",-1.285957,36.830816,30791532
2484,Thika,Townhouse,3,3,3232,2023,3,Unfurnished,"Security, Garden, Parking, Gym",-1.017043,37.036634,20984476
2485,Garissa,Bungalow,6,3,3585,2024,1,Semi-Furnished,Playground,-0.426985,39.648019,18339655
2486,Wajir,Townhouse,2,3,2729,2018,2,Furnished,"Pool, Playground",1.720649,40.084362,12098985
2487,Wajir,Bungalow,2,5,3692,2018,0,Semi-Furnished,"Playground, Parking, Security",1.712488,40.025747,15476019
2488,Kisumu,Bungalow,1,2,2802,2018,0,Furnished,Security,-0.041751,34.762001,22493584
2489,Thika,Bungalow,2,3,411,2018,2,Semi-Furnished,Security,-0.993149,37.086527,2438634
2490,Wajir,Villa,5,2,768,2024,0,Furnished,Playground,1.749613,40.090689,3533446
2491,Mombasa,House,6,1,3017,2021,3,Semi-Furnished,"Garden, Gym, Parking, Playground",-4.054132,39.691532,30973345
2492,Garissa,Townhouse,1,1,2769,2020,1,Unfurnished,"Gym, Playground, Security, Parking",-0.479195,39.68372,11369276
2493,Thika,Townhouse,5,3,2220,2024,2,Semi-Furnished,Playground,-0.996987,37.022531,12597890
2494,Malindi,Bungalow,1,4,2307,2024,0,Semi-Furnished,"Parking, Playground, Gym",-3.188328,40.109161,15953704
2495,Wajir,House,2,2,3476,2021,0,Unfurnished,"Security, Gym, Garden, Playground",1.742169,40.092804,11946099
2496,Nairobi,Townhouse,5,5,1195,2020,3,Unfurnished,"Security, Pool, Parking",-1.256214,36.854927,10908928
2497,Eldoret,Apartment,4,3,3577,2024,1,Unfurnished,"Security, Pool",0.55951,35.312052,25134955
2498,Kisumu,Townhouse,6,3,1750,2024,0,Furnished,Garden,-0.135822,34.790478,11734200
2499,Naivasha,House,2,4,2946,2023,2,Furnished,"Playground, Security",-0.683632,36.472416,16281330
2500,Garissa,Apartment,6,4,1620,2024,0,Semi-Furnished,Security,-0.438024,39.691462,9589218
2501,Kisumu,Townhouse,1,4,545,2022,0,Semi-Furnished,"Playground, Parking, Pool, Gym",-0.097258,34.775047,4208428
2502,Malindi,Apartment,2,1,1519,2022,3,Furnished,"Pool, Garden",-3.228114,40.114886,11770223
2503,Kisumu,Bungalow,3,3,1335,2019,1,Furnished,"Parking, Playground",-0.096173,34.806543,11980182
2504,Malindi,House,4,2,843,2024,1,Unfurnished,"Parking, Garden, Gym, Security",-3.233694,40.134008,7133041
2505,Malindi,Townhouse,4,3,3334,2021,3,Furnished,"Playground, Security, Garden, Parking",-3.192773,40.125365,22754470
2506,Mombasa,Townhouse,3,5,2748,2019,0,Furnished,"Pool, Security",-4.046303,39.687639,22425247
2507,Wajir,Villa,5,3,3930,2019,3,Furnished,Gym,1.798416,40.060716,13018622
2508,Mombasa,Townhouse,3,2,600,2024,1,Semi-Furnished,Garden,-4.028579,39.713235,6321120
2509,Wajir,Bungalow,5,5,3405,2024,1,Furnished,"Security, Playground, Gym, Parking",1.703851,40.068348,15918521
2510,Eldoret,Bungalow,5,2,3344,2020,2,Unfurnished,"Pool, Security, Gym, Playground",0.502421,35.27595,20801424
2511,Nakuru,Townhouse,3,4,1033,2018,2,Semi-Furnished,Playground,-0.268445,36.071721,8016613
2512,Garissa,Bungalow,3,3,678,2023,2,Unfurnished,"Security, Playground, Garden",-0.496045,39.66068,3780241
2513,Wajir,House,1,4,2855,2018,1,Unfurnished,"Playground, Security",1.791143,40.096562,12394201
2514,Thika,Townhouse,6,5,1214,2022,3,Furnished,"Gym, Garden, Security",-1.04141,37.089794,7604658
2515,Wajir,House,6,4,2028,2021,2,Furnished,"Parking, Pool",1.799947,40.09733,7403128
2516,Wajir,House,1,2,1046,2021,2,Semi-Furnished,"Playground, Pool, Gym",1.726163,40.0673,3637153
2517,Nairobi,Apartment,3,5,481,2020,0,Semi-Furnished,"Playground, Pool",-1.284428,36.82396,6244390
2518,Wajir,Townhouse,5,5,1671,2018,0,Semi-Furnished,"Pool, Garden",1.725482,40.07533,5947125
2519,Thika,House,4,5,3450,2019,1,Furnished,"Parking, Security",-1.011004,37.051838,23417365
2520,Eldoret,House,3,2,658,2019,1,Semi-Furnished,"Pool, Garden, Parking, Playground",0.520074,35.264714,5342912
2521,Nakuru,Bungalow,6,1,437,2019,0,Unfurnished,Playground,-0.288704,36.06506,3019843
2522,Mombasa,Bungalow,6,1,3534,2021,3,Furnished,"Playground, Parking",-4.032834,39.672902,26995446
2523,Nakuru,Villa,6,5,1624,2020,1,Unfurnished,"Security, Playground, Gym",-0.277471,36.093024,14716132
2524,Garissa,House,1,2,1736,2018,0,Unfurnished,"Parking, Playground",-0.504116,39.62663,7561327
2525,Malindi,Villa,2,3,3261,2022,2,Semi-Furnished,"Pool, Playground, Garden, Security",-3.208352,40.091423,25707542
2526,Kisumu,Townhouse,3,5,3390,2019,1,Semi-Furnished,"Playground, Security, Parking",-0.091072,34.747646,31172052
2527,Kisumu,House,4,5,3684,2018,0,Unfurnished,"Garden, Playground",-0.090632,34.816511,27946004
2528,Mombasa,House,4,1,2452,2018,0,Semi-Furnished,"Garden, Playground, Security, Pool",-3.993587,39.657752,22198280
2529,Kisumu,Townhouse,1,3,2896,2023,1,Semi-Furnished,Parking,-0.118911,34.769716,22393408
2530,Nakuru,Townhouse,3,3,1589,2023,3,Semi-Furnished,"Playground, Security, Pool",-0.323491,36.123747,13961586
2531,Kisumu,Townhouse,5,1,2496,2018,1,Furnished,"Security, Pool",-0.124762,34.722028,20103584
2532,Kisumu,House,5,4,679,2020,0,Unfurnished,Parking,-0.134276,34.748639,4881179
2533,Nairobi,House,2,5,1991,2024,0,Furnished,"Playground, Parking, Security",-1.276644,36.787209,21001968
2534,Mombasa,Villa,5,3,2661,2020,2,Furnished,"Security, Garden",-4.083412,39.651672,20628336
2535,Thika,Townhouse,6,1,1902,2019,2,Furnished,"Security, Pool, Playground, Parking",-0.988281,37.103165,13027668
2536,Wajir,Bungalow,1,3,3361,2021,1,Semi-Furnished,"Playground, Gym",1.799158,40.085968,13365194
2537,Naivasha,House,1,3,2506,2018,0,Semi-Furnished,"Playground, Parking, Gym",-0.765504,36.463023,17971914
2538,Eldoret,Bungalow,4,1,1825,2020,3,Unfurnished,Gym,0.541709,35.26315,10618175
2539,Kisumu,Villa,3,3,965,2019,2,Semi-Furnished,Pool,-0.109645,34.739789,9171438
2540,Garissa,Bungalow,2,3,3904,2019,2,Unfurnished,"Pool, Security, Garden, Playground",-0.49766,39.628287,14181004
2541,Eldoret,House,4,5,1708,2018,3,Semi-Furnished,"Pool, Garden, Security",0.552058,35.251522,11204808
2542,Garissa,Bungalow,3,3,2596,2019,3,Furnished,"Parking, Playground, Garden",-0.423158,39.693663,12927722
2543,Kisumu,Bungalow,4,1,2779,2024,0,Semi-Furnished,"Gym, Pool, Security",-0.06479,34.734482,23813630
2544,Nakuru,Apartment,4,4,3299,2020,1,Furnished,"Security, Pool",-0.286556,36.076145,20627488
2545,Eldoret,House,2,3,1381,2023,2,Furnished,"Parking, Gym",0.487811,35.237202,10553357
2546,Nakuru,Bungalow,6,1,671,2020,3,Semi-Furnished,"Parking, Garden",-0.35129,36.059145,6011749
2547,Wajir,Apartment,6,2,3239,2020,1,Unfurnished,"Garden, Gym, Playground, Security",1.75304,40.023658,11988324
2548,Malindi,House,4,4,1207,2019,0,Furnished,Playground,-3.194015,40.138077,7458536
2549,Naivasha,Villa,1,2,3468,2021,2,Unfurnished,"Gym, Pool, Security, Playground",-0.750614,36.448881,25471714
2550,Malindi,Bungalow,2,5,2661,2018,1,Semi-Furnished,Security,-3.228228,40.093436,17783888
2551,Nairobi,Villa,3,2,3894,2018,1,Unfurnished,"Gym, Playground, Garden, Security",-1.289938,36.772751,35651289
2552,Nakuru,Apartment,4,3,2825,2024,0,Semi-Furnished,"Security, Parking, Gym",-0.265402,36.097437,19262525
2553,Eldoret,Bungalow,6,4,2520,2022,2,Furnished,"Playground, Pool",0.532339,35.264226,16506240
2554,Nakuru,Apartment,4,3,2172,2019,1,Unfurnished,"Garden, Security, Parking, Gym",-0.312503,36.032284,13394858
2555,Eldoret,Townhouse,1,4,3464,2020,0,Furnished,"Playground, Garden",0.511523,35.238677,25421840
2556,Eldoret,Villa,1,3,3525,2018,1,Semi-Furnished,"Pool, Gym, Playground",0.518098,35.30144,26710225
2557,Eldoret,Apartment,2,3,3666,2020,3,Furnished,"Parking, Playground, Pool, Security",0.527663,35.242169,24886844
2558,Kisumu,House,6,2,2738,2019,2,Furnished,Security,-0.134719,34.765737,24170894
2559,Wajir,Apartment,3,3,564,2023,3,Unfurnished,"Security, Parking, Playground, Gym",1.766717,40.087717,2098596
2560,Eldoret,House,5,1,644,2024,0,Unfurnished,"Pool, Playground, Parking, Gym",0.54738,35.247739,5548960
2561,Naivasha,Townhouse,2,5,3948,2023,2,Furnished,"Garden, Security",-0.741589,36.472257,26244166
2562,Kisumu,Bungalow,6,1,3721,2018,2,Semi-Furnished,"Gym, Playground",-0.05605,34.764675,31472392
2563,Malindi,Villa,4,5,917,2019,0,Unfurnished,Pool,-3.266837,40.12417,6008372
2564,Thika,House,3,4,2227,2019,1,Unfurnished,Parking,-1.057033,37.0269,16216146
2565,Nakuru,House,5,2,3671,2018,0,Semi-Furnished,Gym,-0.344786,36.123243,27599689
2566,Nakuru,Villa,3,3,3093,2024,3,Semi-Furnished,"Gym, Playground, Garden, Parking",-0.346782,36.08325,25330721
2567,Thika,Bungalow,3,5,1064,2022,2,Semi-Furnished,"Pool, Parking",-1.04408,37.044287,6928507
2568,Mombasa,Villa,5,3,2099,2022,0,Furnished,Playground,-4.080516,39.666249,16909142
2569,Wajir,Bungalow,5,5,2608,2023,3,Semi-Furnished,"Garden, Pool, Security",1.739438,40.024923,11952771
2570,Malindi,Apartment,3,1,1196,2019,3,Furnished,"Security, Playground",-3.241329,40.150086,9113324
2571,Kisumu,Villa,4,5,2746,2022,3,Furnished,"Playground, Gym",-0.118934,34.726299,20204152
2572,Naivasha,Villa,1,2,3010,2023,2,Semi-Furnished,"Pool, Parking, Security, Playground",-0.716857,36.38435,20837094
2573,Wajir,Townhouse,3,3,1982,2023,2,Semi-Furnished,Playground,1.743561,40.049155,7322226
2574,Malindi,Villa,4,4,3711,2018,0,Unfurnished,"Parking, Playground, Garden, Gym",-3.231533,40.140307,23085343
2575,Malindi,Apartment,1,3,964,2023,0,Semi-Furnished,"Playground, Pool, Gym",-3.218546,40.120616,5509968
2576,Mombasa,Townhouse,3,4,2332,2020,2,Furnished,"Playground, Pool",-4.030514,39.651082,23460491
2577,Malindi,Villa,6,2,1547,2021,0,Unfurnished,"Parking, Pool, Gym, Playground",-3.24306,40.124759,11613093
2578,Kisumu,Villa,3,5,3383,2018,2,Furnished,Playground,-0.076336,34.72258,27682002
2579,Mombasa,Villa,2,5,1594,2023,0,Unfurnished,Security,-4.054806,39.654441,15834589
2580,Nairobi,Townhouse,4,2,1320,2018,0,Unfurnished,"Gym, Parking, Garden",-1.29008,36.792265,17211520
2581,Nairobi,Villa,2,1,648,2024,3,Unfurnished,"Pool, Garden, Playground, Gym",-1.24824,36.777089,6573209
2582,Mombasa,Villa,1,4,2353,2021,1,Unfurnished,"Parking, Gym, Playground",-4.016792,39.619407,21232293
2583,Thika,Bungalow,3,4,1949,2020,3,Unfurnished,"Playground, Pool, Garden",-1.035792,37.06372,10964928
2584,Nairobi,House,5,4,568,2023,3,Semi-Furnished,Gym,-1.299321,36.841984,6528070
2585,Garissa,Townhouse,5,5,3690,2019,0,Unfurnished,"Pool, Playground, Garden",-0.439697,39.641302,18658490
2586,Naivasha,Bungalow,5,2,3763,2022,2,Unfurnished,"Garden, Security",-0.674449,36.400836,25195063
2587,Mombasa,Villa,3,1,2070,2019,2,Furnished,"Gym, Playground, Pool, Security",-4.017523,39.687502,14984165
2588,Nairobi,Villa,4,5,2578,2023,0,Furnished,"Parking, Pool, Security, Playground",-1.280323,36.791097,24278467
2589,Nairobi,Townhouse,1,3,3215,2024,1,Furnished,Security,-1.26661,36.77495,29081296
2590,Garissa,Townhouse,1,1,1034,2020,3,Unfurnished,"Garden, Parking, Playground, Security",-0.423363,39.686954,5561071
2591,Mombasa,Apartment,4,3,3664,2024,2,Unfurnished,"Gym, Parking, Playground, Pool",-4.023937,39.619432,26873865
2592,Garissa,Apartment,1,2,2014,2018,1,Furnished,Parking,-0.497548,39.629532,8835120
2593,Wajir,Apartment,1,5,2304,2021,1,Unfurnished,Security,1.73755,40.09568,10573062
2594,Mombasa,Apartment,6,5,3951,2021,3,Semi-Furnished,"Pool, Parking, Gym",-4.001549,39.705936,33932216
2595,Eldoret,House,3,4,3523,2020,0,Semi-Furnished,"Security, Playground",0.553355,35.250387,27649049
2596,Naivasha,Villa,5,3,3434,2020,2,Semi-Furnished,"Garden, Security, Playground, Pool",-0.742071,36.426773,23221919
2597,Thika,Townhouse,3,4,1058,2021,3,Unfurnished,"Security, Gym",-1.004263,37.031311,6645460
2598,Eldoret,House,2,5,1422,2019,0,Furnished,"Pool, Garden",0.523316,35.287822,9754418
2599,Naivasha,Townhouse,5,5,3238,2024,0,Furnished,Parking,-0.721461,36.472932,18409054
2600,Naivasha,House,6,2,992,2021,0,Unfurnished,"Pool, Playground",-0.764324,36.452488,7002665
2601,Naivasha,House,5,5,571,2024,0,Unfurnished,Playground,-0.760929,36.410693,3376612
2602,Wajir,Apartment,2,4,3407,2019,3,Unfurnished,"Playground, Gym, Pool, Parking",1.745166,40.030833,13419841
2603,Naivasha,Townhouse,3,5,3189,2019,2,Semi-Furnished,"Playground, Security, Gym",-0.715051,36.413985,22858029
2604,Eldoret,Townhouse,3,2,933,2021,3,Semi-Furnished,"Garden, Gym, Security, Pool",0.481776,35.24554,7564338
2605,Nairobi,Apartment,6,3,2855,2019,2,Semi-Furnished,"Playground, Gym, Pool",-1.33748,36.780562,24801264
2606,Eldoret,Townhouse,3,2,1402,2019,2,Semi-Furnished,"Gym, Playground, Pool",0.483119,35.272851,8660126
2607,Malindi,Villa,2,5,2847,2022,3,Furnished,"Parking, Garden, Pool, Gym",-3.234112,40.146957,21259259
2608,Kisumu,Townhouse,2,5,1386,2020,0,Unfurnished,"Gym, Pool, Garden",-0.073559,34.788544,9118078
2609,Thika,Bungalow,4,3,1578,2021,3,Furnished,"Playground, Security, Garden",-1.039955,37.049101,11010314
2610,Eldoret,Apartment,3,1,1289,2024,3,Semi-Furnished,"Parking, Security, Pool",0.57003,35.289133,7500354
2611,Malindi,Townhouse,3,4,888,2024,1,Semi-Furnished,"Playground, Security, Pool, Garden",-3.226,40.128679,6909384
2612,Nairobi,Townhouse,2,1,2635,2018,0,Furnished,"Parking, Playground, Garden",-1.261329,36.833635,21979856
2613,Wajir,Villa,6,3,2021,2020,1,Semi-Furnished,"Parking, Gym, Garden, Playground",1.771664,40.084932,9209460
2614,Wajir,Townhouse,2,4,2500,2018,0,Semi-Furnished,"Garden, Security, Parking, Playground",1.774058,40.059401,9383000
2615,Wajir,House,5,5,1177,2018,0,Furnished,"Garden, Pool, Security, Gym",1.729328,40.099672,4995669
2616,Nairobi,Townhouse,1,2,3095,2019,3,Unfurnished,Playground,-1.265011,36.861385,26717000
2617,Mombasa,Villa,1,5,3566,2022,2,Semi-Furnished,"Pool, Garden, Playground, Gym",-4.019211,39.675361,36854048
2618,Nairobi,Bungalow,6,1,1468,2018,1,Unfurnished,"Gym, Security",-1.336587,36.867352,14544825
2619,Naivasha,Bungalow,1,1,3142,2021,3,Semi-Furnished,"Pool, Playground",-0.698764,36.422188,20761477
2620,Thika,Apartment,2,3,1954,2021,2,Furnished,"Pool, Parking",-1.068874,37.031309,13672634
2621,Naivasha,Townhouse,3,3,2981,2021,0,Unfurnished,"Security, Garden",-0.732722,36.459275,17557903
2622,Garissa,Villa,6,3,2904,2021,2,Semi-Furnished,"Parking, Gym, Security, Pool",-0.471182,39.699676,15429275
2623,Naivasha,Bungalow,3,1,582,2019,3,Semi-Furnished,Parking,-0.746922,36.447295,4661275
2624,Nairobi,Townhouse,3,3,3158,2021,3,Semi-Furnished,"Gym, Playground, Parking",-1.310077,36.786913,29520342
2625,Mombasa,Apartment,3,4,467,2022,3,Semi-Furnished,Parking,-4.018975,39.641717,5455866
2626,Kisumu,Villa,2,1,3486,2024,1,Unfurnished,"Parking, Pool, Playground, Gym",-0.058095,34.811791,33134333
2627,Naivasha,Villa,6,1,2111,2021,0,Unfurnished,"Garden, Gym",-0.678963,36.431803,16425005
2628,Naivasha,Apartment,4,1,2638,2022,0,Semi-Furnished,"Security, Gym",-0.694478,36.398588,17932675
2629,Nakuru,Apartment,2,4,3813,2022,3,Furnished,"Security, Parking",-0.293866,36.100989,33754400
2630,Garissa,Villa,2,4,2254,2023,0,Semi-Furnished,"Pool, Playground, Parking",-0.466666,39.706781,9960270
2631,Mombasa,Townhouse,1,4,451,2019,2,Semi-Furnished,"Parking, Garden, Pool, Security",-3.999383,39.626361,4304492
2632,Garissa,Apartment,1,3,1056,2020,2,Semi-Furnished,"Playground, Parking",-0.427614,39.703863,5279574
2633,Nakuru,Villa,4,5,2598,2020,3,Unfurnished,"Security, Pool, Parking, Gym",-0.324352,36.038905,15111954
2634,Garissa,Townhouse,6,2,2006,2019,0,Semi-Furnished,Security,-0.50608,39.621939,10364806
2635,Garissa,Townhouse,2,1,3924,2020,1,Furnished,Parking,-0.449774,39.624512,22026072
2636,Wajir,Townhouse,6,5,3301,2018,0,Semi-Furnished,"Pool, Parking",1.761111,40.084238,10617874
2637,Malindi,Townhouse,6,2,2906,2018,2,Semi-Furnished,"Playground, Gym, Garden, Security",-3.204286,40.148608,20663024
2638,Mombasa,Villa,4,5,3334,2018,1,Furnished,"Garden, Security, Playground, Parking",-4.089073,39.679588,36839953
2639,Garissa,Bungalow,5,3,3947,2018,1,Unfurnished,"Gym, Parking, Garden",-0.506128,39.662801,15958425
2640,Wajir,Bungalow,5,4,1392,2018,0,Furnished,"Playground, Parking, Garden",1.712095,40.053378,5041817
2641,Nakuru,Townhouse,2,4,554,2019,0,Unfurnished,Playground,-0.33032,36.070741,4351842
2642,Nairobi,Bungalow,5,1,1448,2022,2,Semi-Furnished,Playground,-1.262581,36.834825,15244115
2643,Kisumu,Villa,6,3,2319,2024,0,Unfurnished,"Gym, Playground",-0.113422,34.749471,21173240
2644,Nairobi,Villa,3,3,2441,2021,0,Furnished,"Garden, Pool, Security",-1.313935,36.830489,29783374
2645,Wajir,Townhouse,3,3,3685,2023,3,Unfurnished,Pool,1.726152,40.073052,11905539
2646,Nakuru,Villa,2,5,3492,2019,2,Semi-Furnished,"Security, Gym",-0.315315,36.124175,26458443
2647,Nairobi,House,3,3,3870,2022,3,Semi-Furnished,"Pool, Gym",-1.323046,36.827304,41916432
2648,Thika,Villa,6,4,1828,2023,1,Furnished,"Gym, Security, Parking",-1.028686,37.109945,10232646
2649,Naivasha,House,5,5,3537,2019,0,Unfurnished,"Pool, Security, Playground",-0.752853,36.422934,24528432
2650,Garissa,Bungalow,2,5,2173,2019,2,Furnished,"Playground, Pool, Security",-0.485672,39.619856,12341420
2651,Thika,Apartment,3,3,436,2022,1,Furnished,"Parking, Playground, Gym, Garden",-1.0569,37.065339,2270240
2652,Malindi,Townhouse,5,1,604,2020,3,Semi-Furnished,"Gym, Pool, Security, Garden",-3.187419,40.123192,4301576
2653,Eldoret,Bungalow,6,2,2757,2021,1,Furnished,"Playground, Gym",0.494356,35.240633,18153819
2654,Kisumu,Bungalow,4,4,1807,2023,3,Semi-Furnished,"Security, Parking",-0.133198,34.771391,15231856
2655,Nairobi,Villa,1,1,3288,2023,1,Unfurnished,"Gym, Security",-1.243344,36.851218,41481452
2656,Nakuru,Townhouse,4,5,1892,2024,3,Unfurnished,"Garden, Security, Gym",-0.302986,36.091942,13567752
2657,Mombasa,Villa,2,1,663,2022,2,Furnished,"Gym, Parking, Pool, Security",-4.086364,39.689562,6787435
2658,Eldoret,House,4,4,3232,2021,2,Furnished,"Gym, Pool, Garden",0.54138,35.273362,22154592
2659,Thika,Bungalow,5,2,2912,2020,1,Unfurnished,Garden,-1.029492,37.089548,15648224
2660,Eldoret,Townhouse,1,4,1296,2021,2,Unfurnished,"Garden, Pool, Parking",0.501535,35.30436,9971632
2661,Eldoret,Bungalow,4,5,2041,2019,3,Unfurnished,"Pool, Security, Garden",0.515985,35.226465,12215349
2662,Kisumu,Bungalow,2,1,3516,2023,0,Furnished,"Gym, Pool, Parking",-0.094384,34.785606,23620779
2663,Wajir,Villa,2,2,2556,2024,1,Unfurnished,Playground,1.778066,40.116691,8199257
2664,Garissa,Bungalow,6,4,707,2018,2,Semi-Furnished,"Pool, Playground, Parking, Security",-0.50065,39.687111,3296710
2665,Kisumu,Apartment,3,2,814,2022,0,Furnished,Gym,-0.053493,34.772429,7187416
2666,Naivasha,House,1,4,2895,2018,2,Semi-Furnished,"Playground, Garden",-0.687738,36.463591,15267628
